element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,gA(10^8 s^-1),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Th,1,"=""685.8317""","=""0.0005""","=""5""","=""""","=""""",,"=""2.02738205""","=""3.83467467""","=""6d2.7s2""","=""""","=""0""","=""""","=""*""","=""1""",1,3,,"=""""","=""L3552""",
Th,1,"=""685.8924""","=""0.0003""","=""17""","=""""","=""""",,"=""2.594012580""","=""4.40114342""","=""""","=""*""","=""2""","=""""","=""""","=""2""",5,5,,"=""""","=""L12239""",
Th,1,"=""685.9899""","=""0.0005""","=""5""","=""""","=""""",,"=""3.371299378""","=""5.17817554""","=""5f.6d.7s.7p""","=""5G""","=""5""","=""""","=""*""","=""5""",11,11,,"=""""","=""L12239""",
Th,1,"=""686.2758""","=""0.0004""","=""14""","=""""","=""""",,"=""3.185212758""","=""4.99134029""","=""""","=""*""","=""5""","=""""","=""""","=""4""",11,9,,"=""""","=""L12239""",
Th,1,"=""686.28685""","=""0.00008""","=""150""","=""""","=""""",,"=""2.360554170""","=""4.16665018""","=""6d.7s2.7p""","=""3P*""","=""2""","=""""","=""""","=""2""",5,5,,"=""""","=""L5951""",
Th,1,"=""686.3096""","=""0.0003""","=""21""","=""""","=""""",,"=""2.544492306""","=""4.350529842""","=""6d2.7s.7p""","=""3F*""","=""2""","=""""","=""""","=""3""",5,7,,"=""""","=""L12239""",
Th,1,"=""686.5396""","=""0.0004""","=""15""","=""""","=""""",,"=""3.193081366""","=""4.99851229""","=""""","=""*""","=""5""","=""""","=""""","=""4""",11,9,,"=""""","=""L12239""",
Th,1,"=""686.61573""","=""0.00005""","=""300""","=""""","=""""",,"=""1.463377110""","=""3.268608042""","=""6d3.(4P).7s""","=""5P""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L18702""",
Th,1,"=""686.636649""","=""0.000019""","=""860""","=""""","=""""",,"=""0.7888365657""","=""2.594012580""","=""6d3.(4F).7s""","=""5F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L18702""",
Th,1,"=""686.676327""","=""0.000014""","=""980""","=""""","=""""",,"=""1.005636397""","=""2.810708039""","=""6d2.7s2""","=""1G""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L18702""",
Th,1,"=""686.845095""","=""0.000014""","=""1100""","=""""","=""""",,"=""1.648671592""","=""3.453299761""","=""6d3.(2G).7s""","=""3G""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L18702""",
Th,2,"=""686.86383""","=""0.00009""","=""100""","=""""","=""""",,"=""1.833849400""","=""3.63842748""","=""5f.6d.(3G*).7s""","=""*""","=""7/2""","=""5f2.(3F).7s""","=""""","=""5/2""",8,6,,"=""""","=""L5951""",
Th,2,"=""686.9274""","=""0.0007""","=""49""","=""""","=""""",,"=""3.01395950""","=""4.81837524""","=""5f.(2F*).6d2.(1G)""","=""*""","=""11/2""","=""5f2.(1I).7s""","=""""","=""11/2""",12,12,,"=""""","=""L2372""",
Th,3,"=""686.98854""","=""0.00004""","=""530""","=""""","=""""",,"=""0.77964007""","=""2.58389127""","=""5f.6d""","=""*""","=""2""","=""5f2""","=""3F""","=""3""",5,7,,"=""""","=""L5951""",
Th,2,"=""687.0152""","=""0.0003""","=""37""","=""""","=""""",,"=""1.048950095""","=""2.85313163""","=""6d3""","=""""","=""3/2""","=""5f.(2F*).6d2.(3P)""","=""*""","=""3/2""",4,4,,"=""""","=""L12239""",
Th,1,"=""687.0239""","=""0.0003""","=""36""","=""""","=""""",,"=""3.235613756""","=""5.03977119""","=""""","=""*""","=""3""","=""""","=""""","=""4""",7,9,,"=""""","=""L12239""",
Th,1,"=""687.07261""","=""0.00004""","=""500""","=""""","=""""",,"=""2.128325734""","=""3.93235627""","=""6d3.(2H).7s""","=""3H""","=""5""","=""""","=""*""","=""5""",11,11,,"=""""","=""L5951""",
Th,1,"=""687.0807""","=""0.0005""","=""9""","=""""","=""""",,"=""2.135541319""","=""3.939547616""","=""6d2.7s.7p""","=""5F*""","=""2""","=""""","=""""","=""3""",5,7,,"=""""","=""L3552""",
Th,1,"=""687.0911""","=""0.0005""","=""9""","=""""","=""""",,"=""2.670569119""","=""4.47455170""","=""""","=""*""","=""4""","=""""","=""""","=""4""",9,9,,"=""""","=""L3552""",
Th,1,"=""687.09888""","=""0.00006""","=""290""","=""""","=""""",,"=""1.951135368""","=""3.755097039""","=""6d2.7s.7p""","=""5F*""","=""1""","=""""","=""""","=""1""",3,3,,"=""""","=""L5951""",
Th,1,"=""687.2234""","=""0.0005""","=""37""","=""""","=""""",,"=""1.980039530""","=""3.78367396""","=""6d3.(2D2).7s""","=""""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L3552""",
Th,2,"=""687.30543""","=""0.00019""","=""130""","=""""","=""""",,"=""0.000000000""","=""1.803419255""","=""6d.7s2""","=""2D""","=""3/2""","=""5f.6d.(3D*).7s""","=""4D*""","=""5/2""",4,6,,"=""""","=""L12239""",
Th,1,"=""687.40920""","=""0.00006""","=""260""","=""""","=""""",,"=""2.853515099""","=""4.65666228""","=""""","=""*""","=""5""","=""""","=""""","=""4""",11,9,,"=""""","=""L5951""",
Th,1,"=""687.42032""","=""0.00024""","=""68""","=""""","=""""",,"=""2.080931827""","=""3.88404986""","=""5f.6d2.7s""","=""5I*""","=""4""","=""""","=""""","=""4""",9,9,,"=""""","=""L12239""",
Th,1,"=""687.475282""","=""0.000007""","=""2900""","=""""","=""""",,"=""0.3557427977""","=""2.158716703""","=""6d2.7s2""","=""3F""","=""3""","=""6d.7s2.7p""","=""3D*""","=""3""",7,7,,"=""""","=""L18702""",
Th,1,"=""687.49789""","=""0.00019""","=""170""","=""""","=""""",,"=""0.6151672932""","=""2.418081613""","=""6d2.7s2""","=""3F""","=""4""","=""6d2.7s.7p""","=""5F*""","=""3""",9,7,,"=""""","=""L12239""",
Th,1,"=""687.5440""","=""0.0005""","=""9""","=""""","=""""",,"=""2.010711511""","=""3.813507442""","=""6d.7s2.7p""","=""1D*""","=""2""","=""""","=""""","=""2""",5,5,,"=""""","=""L3552""",
Th,1,"=""687.62926""","=""0.00024""","=""47""","=""""","=""""",,"=""2.714030537""","=""4.51660138""","=""""","=""*""","=""3""","=""""","=""""","=""2""",7,5,,"=""""","=""L12239""",
Th,1,"=""687.7469""","=""0.0005""","=""9""","=""""","=""""",,"=""2.486474731""","=""4.28873820""","=""6d3.(2F).7s""","=""3F""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L3552""",
Th,2,"=""687.7874""","=""0.0003""","=""23""","=""""","=""""",,"=""2.60240434""","=""4.40455979""","=""5f.(2F*).6d2.(1D)""","=""*""","=""9/2""","=""5f2.(3H).6d""","=""""","=""11/2""",10,12,,"=""""","=""L12239""",
Th,1,"=""687.80435""","=""0.00009""","=""110""","=""""","=""""",,"=""2.876680128""","=""4.67879119""","=""5f.6d.7s.7p""","=""5G""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L5951""",
Th,1,"=""687.8406""","=""0.0003""","=""32""","=""""","=""""",,"=""3.229607614""","=""5.03162394""","=""""","=""*""","=""4""","=""""","=""""","=""5""",9,11,,"=""""","=""L12239""",
Th,1,"=""687.9376""","=""0.0005""","=""4""","=""""","=""""",,"=""2.683744315""","=""4.48550524""","=""6d3.(2G).7s""","=""""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L3552""",
Th,3,"=""688.05651""","=""0.00006""","=""270""","=""""","=""""",,"=""0.78244044""","=""2.58389127""","=""5f.7s""","=""3F*""","=""4""","=""5f2""","=""3F""","=""3""",9,7,,"=""""","=""L5951""",
Th,1,"=""688.07745""","=""0.00009""","=""100""","=""""","=""""",,"=""2.052464528""","=""3.85386106""","=""6d3.(2H).7s""","=""3H""","=""6""","=""""","=""*""","=""6""",13,13,,"=""""","=""L5951""",
Th,1,"=""688.0945""","=""0.0005""","=""4""","=""""","=""""",,"=""2.347057245""","=""4.14841005""","=""6d2.7s.7p""","=""3G*""","=""3""","=""5f.6d.7s.7p""","=""3H""","=""4""",7,9,,"=""""","=""L3552""",
Th,1,"=""688.1250""","=""0.0005""","=""23""","=""""","=""""",,"=""2.486474731""","=""4.28774592""","=""6d3.(2F).7s""","=""3F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
Th,1,"=""688.1674""","=""0.0005""","=""23""","=""""","=""""",,"=""2.389582246""","=""4.19074289""","=""6d3.(2P).7s""","=""""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
Th,1,"=""688.1932""","=""0.0005""","=""9""","=""""","=""""",,"=""2.519639824""","=""4.32073257""","=""5f.6d.7s2""","=""1H*""","=""5""","=""""","=""""","=""5""",11,11,,"=""""","=""L3552""",
Th,1,"=""688.28108""","=""0.00003""","=""490""","=""""","=""""",,"=""1.716904709""","=""3.51776780""","=""6d3.(4F).7s""","=""3F""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L18702""",
Th,1,"=""688.31374""","=""0.00008""","=""130""","=""""","=""""",,"=""1.920524884""","=""3.721302531""","=""5f.6d.7s2""","=""3G*""","=""5""","=""6d4""","=""""","=""4""",11,9,,"=""""","=""L5951""",
Th,1,"=""688.33147""","=""0.00005""","=""410""","=""""","=""""",,"=""1.920914392""","=""3.72164568""","=""6d3.(2H).7s""","=""3H""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L5951""",
Th,1,"=""688.38400""","=""0.00024""","=""77""","=""""","=""""",,"=""2.549936368""","=""4.350529842""","=""6d2.7s.7p""","=""5D*""","=""4""","=""""","=""""","=""3""",9,7,,"=""""","=""L12239""",
Th,1,"=""688.5721""","=""0.0005""","=""4""","=""""","=""""",,"=""2.594012580""","=""4.39411168""","=""""","=""*""","=""2""","=""6d4""","=""""","=""3""",5,7,,"=""""","=""L3552""",
Th,1,"=""688.5964""","=""0.0005""","=""9""","=""""","=""""",,"=""2.158716703""","=""3.958753644""","=""6d.7s2.7p""","=""3D*""","=""3""","=""""","=""""","=""3""",7,7,,"=""""","=""L3552""",
Th,1,"=""688.640794""","=""0.000012""","=""1400""","=""""","=""""",,"=""0.4792576672""","=""2.279180032""","=""6d2.7s2""","=""3P""","=""1""","=""6d2.7s.7p""","=""5D*""","=""0""",3,1,,"=""""","=""L18702""",
Th,1,"=""688.81606""","=""0.00009""","=""100""","=""""","=""""",,"=""1.936507287""","=""3.735971992""","=""5f.6d2.7s""","=""5H*""","=""3""","=""""","=""""","=""2""",7,5,,"=""""","=""L5951""",
Th,2,"=""688.8720""","=""0.0007""","=""250""","=""""","=""""",,"=""3.12292900""","=""4.92224499""","=""5f.(2F*).6d2.(3P)""","=""*""","=""3/2""","=""5f.6d.(3H*).7p""","=""""","=""5/2""",4,6,,"=""""","=""L2372""",
Th,1,"=""688.88347""","=""0.00008""","=""160""","=""""","=""""",,"=""1.438344449""","=""3.237632718""","=""6d3.(4P).7s""","=""5P""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L5951""",
Th,1,"=""688.90513""","=""0.00024""","=""59""","=""""","=""""",,"=""2.169869268""","=""3.969100925""","=""5f.6d2.7s""","=""5I*""","=""5""","=""""","=""""","=""4""",11,9,,"=""""","=""L12239""",
Th,2,"=""688.930330""","=""0.000024""","=""730""","=""""","=""""",,"=""0.188691095""","=""1.987857059""","=""6d2.(3F).7s""","=""4F""","=""5/2""","=""5f.6d.(3D*).7s""","=""*""","=""5/2""",6,6,,"=""""","=""L18702""",
Th,2,"=""689.1087""","=""0.0007""","=""24""","=""""","=""""",,"=""3.50178652""","=""5.30048927""","=""6d.7s.(3D).7p""","=""*""","=""5/2""","=""5f2.6d+5f.6d.7p""","=""""","=""7/2""",6,8,,"=""""","=""L2372""",
Th,1,"=""689.22502""","=""0.00005""","=""410""","=""""","=""""",,"=""2.128325734""","=""3.92672227""","=""6d3.(2H).7s""","=""3H""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L5951""",
Th,2,"=""689.2639""","=""0.0003""","=""16""","=""""","=""""",,"=""6.01224460""","=""7.8105441""","=""5f2.6d+5f.6d.7p""","=""""","=""5/2""","=""""","=""*""","=""5/2""",6,6,,"=""""","=""L12239""",
Th,1,"=""689.2780""","=""0.0005""","=""4""","=""""","=""""",,"=""3.193081366""","=""4.99134029""","=""""","=""*""","=""5""","=""""","=""""","=""4""",11,9,,"=""""","=""L12239""",
Th,1,"=""689.3615""","=""0.0003""","=""31""","=""""","=""""",,"=""2.547112309""","=""4.34515286""","=""6d.7s2.7p""","=""3P*""","=""0""","=""""","=""5F""","=""1""",1,3,,"=""""","=""L12239""",
Th,1,"=""689.42303""","=""0.00009""","=""120""","=""""","=""""",,"=""1.291188428""","=""3.089068601""","=""5f.6d.7s2""","=""1G*""","=""4""","=""6d3.(2D1).7s""","=""3D""","=""3""",9,7,,"=""""","=""L5951""",
Th,1,"=""689.5116""","=""0.0005""","=""38""","=""""","=""""",,"=""2.674963685""","=""4.47261364""","=""6d3.(2P).7s""","=""""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
Th,1,"=""689.5227""","=""0.0005""","=""47""","=""""","=""""",,"=""2.473285786""","=""4.27090529""","=""6d2.7s.7p""","=""5F*""","=""4""","=""""","=""""","=""4""",9,9,,"=""""","=""L3552""",
Th,1,"=""689.70031""","=""0.00024""","=""49""","=""""","=""""",,"=""3.489022961""","=""5.28617796""","=""""","=""*""","=""4""","=""""","=""""","=""5""",9,11,,"=""""","=""L12239""",
Th,1,"=""689.7277""","=""0.0005""","=""95""","=""""","=""""",,"=""2.169869268""","=""3.966955146""","=""5f.6d2.7s""","=""5I*""","=""5""","=""""","=""""","=""4""",11,9,,"=""""","=""L3552""",
Th,2,"=""689.8146""","=""0.0007""","=""0""","=""""","=""""",,"=""2.87482347""","=""4.67168699""","=""5f.(2F*).6d2.(1G)""","=""*""","=""13/2""","=""5f.7s.(3F*).7p""","=""""","=""11/2""",14,12,,"=""""","=""L2372""",
Th,1,"=""690.00059""","=""0.00019""","=""100""","=""""","=""""",,"=""3.009680634""","=""4.80605854""","=""""","=""*""","=""5""","=""""","=""""","=""5""",11,11,,"=""""","=""L12239""",
Th,1,"=""690.04434""","=""0.00009""","=""110""","=""""","=""""",,"=""2.347057245""","=""4.14331890""","=""6d2.7s.7p""","=""3G*""","=""3""","=""6d4""","=""""","=""4""",7,9,,"=""""","=""L5951""",
Th,2,"=""690.06135""","=""0.00009""","=""110""","=""""","=""""",,"=""4.25643982""","=""6.05265703""","=""6d2.(3F).7p""","=""*""","=""1/2""","=""5f2.6d""","=""""","=""3/2""",2,4,,"=""""","=""L5951""",
Th,1,"=""690.07632""","=""0.00006""","=""290""","=""""","=""""",,"=""2.080931827""","=""3.877110085""","=""5f.6d2.7s""","=""5I*""","=""4""","=""""","=""""","=""5""",9,11,,"=""""","=""L5951""",
Th,1,"=""690.10162""","=""0.00019""","=""120""","=""""","=""""",,"=""2.683744315""","=""4.47985633""","=""6d3.(2G).7s""","=""""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L12239""",
Th,4,"=""690.116""","=""""","=""50""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3508""",
Th,1,"=""690.22105""","=""0.00006""","=""230""","=""""","=""""",,"=""1.463377110""","=""3.25917875""","=""6d3.(4P).7s""","=""5P""","=""2""","=""6d2.7s.7p""","=""3D*""","=""1""",5,3,,"=""""","=""L5951""",
Th,1,"=""690.2767""","=""0.0005""","=""9""","=""""","=""""",,"=""2.473285786""","=""4.26894195""","=""6d2.7s.7p""","=""5F*""","=""4""","=""""","=""""","=""3""",9,7,,"=""""","=""L3552""",
Th,1,"=""690.2957""","=""0.0005""","=""47""","=""""","=""""",,"=""2.240278611""","=""4.03588578""","=""6d.7s2.7p""","=""1F*""","=""3""","=""""","=""""","=""3""",7,7,,"=""""","=""L3552""",
Th,2,"=""690.3086""","=""0.0007""","=""49""","=""""","=""""",,"=""2.93813506""","=""4.73370993""","=""5f.(2F*).6d2.(3P)""","=""*""","=""7/2""","=""5f.6d.(3H*).7p""","=""""","=""9/2""",8,10,,"=""""","=""L2372""",
Th,1,"=""690.3317""","=""0.0005""","=""38""","=""""","=""""",,"=""2.080931827""","=""3.87644482""","=""5f.6d2.7s""","=""5I*""","=""4""","=""""","=""""","=""3""",9,7,,"=""""","=""L3552""",
Th,1,"=""690.4082""","=""0.0005""","=""6""","=""""","=""""",,"=""3.235613756""","=""5.03092449""","=""""","=""*""","=""3""","=""""","=""""","=""3""",7,7,,"=""""","=""L12239""",
Th,1,"=""690.44592""","=""0.00019""","=""98""","=""""","=""""",,"=""2.677398258""","=""4.47261364""","=""6d3.(2F).7s""","=""1F""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L12239""",
Th,1,"=""690.4578""","=""0.0005""","=""240""","=""""","=""""",,"=""2.226743183""","=""4.02192919""","=""6d3.(4F).7s""","=""3F""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L3552""",
Th,1,"=""690.49580""","=""0.00019""","=""110""","=""""","=""""",,"=""2.347057245""","=""4.14214662""","=""6d2.7s.7p""","=""3G*""","=""3""","=""""","=""""","=""3""",7,7,,"=""""","=""L12239""",
Th,1,"=""690.58562""","=""0.00019""","=""99""","=""""","=""""",,"=""1.761104381""","=""3.555958097""","=""6d3.(2G).7s""","=""""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L12239""",
Th,1,"=""690.65885""","=""0.00024""","=""63""","=""""","=""""",,"=""3.555958097""","=""5.35062066""","=""""","=""*""","=""4""","=""""","=""""","=""5""",9,11,,"=""""","=""L12239""",
Th,2,"=""690.7374""","=""0.0004""","=""15""","=""""","=""""",,"=""2.489685598""","=""4.28414433""","=""5f.6d.(1F*).7s""","=""*""","=""7/2""","=""5f.7s.(3F*).7p""","=""""","=""9/2""",8,10,,"=""""","=""L12239""",
Th,1,"=""690.86156""","=""0.00024""","=""71""","=""""","=""""",,"=""2.77739581""","=""4.57153378""","=""6d3.(2P).7s""","=""""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L12239""",
Th,1,"=""690.89905""","=""0.00007""","=""180""","=""""","=""""",,"=""1.215641081""","=""3.009680634""","=""6d3.(4F).7s""","=""5F""","=""5""","=""""","=""*""","=""5""",11,11,,"=""""","=""L5951""",
Th,1,"=""690.92195""","=""0.00010""","=""87""","=""""","=""""",,"=""1.592945153""","=""3.38692477""","=""6d3.(4P).7s""","=""5P""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L5951""",
Th,2,"=""690.98491""","=""0.00004""","=""730""","=""""","=""""",,"=""1.669939242""","=""3.46375551""","=""5f.6d.(3G*).7s""","=""4G*""","=""9/2""","=""5f2.(3H).7s""","=""4H""","=""11/2""",10,12,,"=""""","=""L5951""",
Th,2,"=""691.0690""","=""0.0007""","=""25""","=""""","=""""",,"=""2.60240434""","=""4.39600653""","=""5f.(2F*).6d2.(1D)""","=""*""","=""9/2""","=""5f.6d.(1G*).7p""","=""""","=""9/2""",10,10,,"=""""","=""L2372""",
Th,1,"=""691.122620""","=""0.000004""","=""25000""","=""""","=""""",,"=""0.0000000000""","=""1.793458939""","=""6d2.7s2""","=""3F""","=""2""","=""6d2.7s.7p""","=""5G*""","=""2""",5,5,,"=""""","=""L18702""",
Th,1,"=""691.2694""","=""0.0005""","=""9""","=""""","=""""",,"=""2.318457821""","=""4.11153661""","=""5f.7s2.7p""","=""3F""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L3552""",
Th,1,"=""691.3173""","=""0.0005""","=""9""","=""""","=""""",,"=""2.810708039""","=""4.60366325""","=""""","=""*""","=""3""","=""""","=""""","=""3""",7,7,,"=""""","=""L3552""",
Th,1,"=""691.47127""","=""0.00008""","=""150""","=""""","=""""",,"=""0.902620242""","=""2.695174721""","=""6d2.7s2""","=""""","=""2""","=""5f.6d2.7s""","=""5G*""","=""2""",5,5,,"=""""","=""L5951""",
Th,2,"=""691.50055""","=""0.00010""","=""96""","=""""","=""""",,"=""1.123433659""","=""2.91591271""","=""6d2.(3P).7s""","=""4P""","=""5/2""","=""5f.(2F*).6d2.(3F)""","=""*""","=""7/2""",6,8,,"=""""","=""L5951""",
Th,1,"=""691.612854""","=""0.000014""","=""1400""","=""""","=""""",,"=""1.215641081""","=""3.007828712""","=""6d3.(4F).7s""","=""5F""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L18702""",
Th,2,"=""691.7036""","=""0.0007""","=""76""","=""""","=""""",,"=""3.31911804""","=""5.11106986""","=""5f.(2F*).6d2.(3P)""","=""4G*""","=""11/2""","=""5f.6d.(3H*).7p""","=""""","=""11/2""",12,12,,"=""""","=""L2372""",
Th,1,"=""691.9415""","=""0.0005""","=""4""","=""""","=""""",,"=""2.833695961""","=""4.62503670""","=""""","=""*""","=""3""","=""""","=""""","=""4""",7,9,,"=""""","=""L3552""",
Th,1,"=""692.00394""","=""0.00006""","=""230""","=""""","=""""",,"=""2.233126549""","=""4.024301377""","=""5f.6d2.7s""","=""5H*""","=""5""","=""""","=""""","=""4""",11,9,,"=""""","=""L5951""",
Th,1,"=""692.0391""","=""0.0005""","=""23""","=""""","=""""",,"=""2.714030537""","=""4.50511497""","=""""","=""*""","=""3""","=""""","=""""","=""3""",7,7,,"=""""","=""L3552""",
Th,1,"=""692.0834""","=""0.0005""","=""4""","=""""","=""""",,"=""2.389582246""","=""4.18055062""","=""6d3.(2P).7s""","=""""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L3552""",
Th,2,"=""692.1432""","=""0.0007""","=""51""","=""""","=""""",,"=""2.640543185""","=""4.43135620""","=""5f.(2F*).6d2.(3F)""","=""*""","=""5/2""","=""5f.6d.(3F*).7p""","=""""","=""5/2""",6,6,,"=""""","=""L2372""",
Th,1,"=""692.46611""","=""0.00011""","=""74""","=""""","=""""",,"=""1.633505867""","=""3.423485323""","=""5f.6d.7s2""","=""3G*""","=""4""","=""6d4""","=""3G""","=""3""",9,7,,"=""""","=""L5951""",
Th,1,"=""692.5040""","=""0.0005""","=""18""","=""""","=""""",,"=""2.769682369""","=""4.55956340""","=""5f.6d2.7s""","=""5G*""","=""3""","=""""","=""""","=""3""",7,7,,"=""""","=""L3552""",
Th,1,"=""692.5566""","=""0.0005""","=""37""","=""""","=""""",,"=""1.766030147""","=""3.555775009""","=""5f.6d.7s2""","=""3P*""","=""1""","=""""","=""""","=""2""",3,5,,"=""""","=""L3552""",
Th,1,"=""692.6311""","=""0.0005""","=""9""","=""""","=""""",,"=""2.010711511""","=""3.800259527""","=""6d.7s2.7p""","=""1D*""","=""2""","=""6d4""","=""""","=""3""",5,7,,"=""""","=""L3552""",
Th,1,"=""692.7721""","=""0.0005""","=""9""","=""""","=""""",,"=""2.285237890""","=""4.07442750""","=""5f.7s2.7p""","=""3G""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L3552""",
Th,1,"=""692.8959""","=""0.0005""","=""13""","=""""","=""""",,"=""2.683744315""","=""4.47261364""","=""6d3.(2G).7s""","=""""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L3552""",
Th,2,"=""692.9689""","=""0.0007""","=""51""","=""""","=""""",,"=""2.91591271""","=""4.70459404""","=""5f.(2F*).6d2.(3F)""","=""*""","=""7/2""","=""5f.7s.(3F*).7p""","=""""","=""5/2""",8,6,,"=""""","=""L2372""",
Th,1,"=""693.1784""","=""0.0005""","=""13""","=""""","=""""",,"=""1.763900930""","=""3.55204085""","=""6d3.(2P).7s""","=""""","=""0""","=""""","=""*""","=""1""",1,3,,"=""""","=""L3552""",
Th,1,"=""693.2227""","=""0.0005""","=""69""","=""""","=""""",,"=""2.477968921""","=""4.265995087""","=""5f.6d2.7s""","=""5H*""","=""6""","=""""","=""""","=""6""",13,13,,"=""""","=""L3552""",
Th,2,"=""693.2458""","=""0.0007""","=""51""","=""""","=""""",,"=""1.915932277""","=""3.70389809""","=""5f.6d.(3D*).7s""","=""4D*""","=""7/2""","=""5f2.(3F).7s""","=""""","=""7/2""",8,8,,"=""""","=""L2372""",
Th,1,"=""693.3836""","=""0.0005""","=""9""","=""""","=""""",,"=""1.592945153""","=""3.380556465""","=""6d3.(4P).7s""","=""5P""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L3552""",
Th,1,"=""693.42294""","=""0.00005""","=""460""","=""""","=""""",,"=""1.793458939""","=""3.580968332""","=""6d2.7s.7p""","=""5G*""","=""2""","=""""","=""""","=""2""",5,5,,"=""""","=""L5951""",
Th,1,"=""693.42842""","=""0.00006""","=""260""","=""""","=""""",,"=""1.966871474""","=""3.75436674""","=""6d3.(2D2).7s""","=""""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L5951""",
Th,1,"=""693.4488""","=""0.0005""","=""69""","=""""","=""""",,"=""1.633505867""","=""3.420947469""","=""5f.6d.7s2""","=""3G*""","=""4""","=""6d4""","=""3H""","=""5""",9,11,,"=""""","=""L3552""",
